row,accretion_time
5,10.429422176884
14,3.6946662243434596
21,11.01031750334575
23,1.366680042407215
27,11.571526161292386
43,8.209932342874643
84,8.34767151375256
93,1.8476697343063764
97,9.896670335475614
104,8.390922688293506
119,12.222387427716889
121,7.628419059126021
125,6.956995722467824
129,6.818232013615464
140,8.19686163030005
187,7.574419592615732
193,6.239860404842456
197,9.660941249776819
199,7.672251735378481
245,7.034837445217216
246,8.305000559170553
249,8.36636563923462
252,8.058028892455207
266,8.218543899475682
269,9.24201415412032
293,9.948911005288592
294,7.4271377293822
295,6.235280632761419
303,7.990682973999108
306,7.056092880109655
310,7.775902667006156
311,6.174162313697785
312,5.298597681864871
337,8.300099503003045
341,0.9629134839360587
343,0.7422542092543676
357,3.478919408679234
359,4.15200986304649
368,5.287144566985741
409,6.16320841787316
414,6.029277761991917
416,8.252949713095141
418,9.059032895471034
422,5.763707370071184
453,1.5210166185433573
472,0.47582404134696116
480,8.39936209205137
501,4.449664542960672
504,3.992826254150301
525,9.11026238139467
528,9.32199119287991
557,8.02418538185387
578,7.690586107399303
583,3.6754417738125085
584,2.7658437482614358
604,6.1929011021542335
605,8.059191412864424
607,5.803217779282687
609,5.801558685869116
610,6.120579016860873
624,8.778726505304686
648,1.92616814143616
652,2.074627258416756
656,6.675417379358948
665,8.851615253707715
671,2.438902904621277
676,6.00352721434378
681,3.350838297412792
700,8.693774142314762
707,7.820223709909073
726,9.536459138575436
729,9.683743126706075
734,9.542813204115406
739,5.917873049587804
751,7.052311264247237
754,6.602202860656566
758,1.368793524912862
759,9.15806157930449
765,6.720646090302059
769,9.186324086559743
770,11.573102679750123
771,7.632738731782092
782,9.416117185381966
800,1.3088797823046945
804,8.29979256114309
805,9.349919057787963
813,6.313869859499559
821,6.099701588834313
822,8.185708581358536
831,1.7635184146464362
832,8.87933464055974
835,8.252975943253293
849,8.066824681315344
864,5.445984652546375
866,6.293610314678736
867,6.217502522461991
868,9.727099361906824
876,8.210914160121908
877,6.20989068740262
880,9.690543393798452
898,0.8007278420686453
901,8.125677233294335
913,1.1684610158734865
921,6.568747159951715
931,7.786047049838467
958,2.360600850903193
970,5.754318949537419
972,1.985652243884707
990,2.4629415292208168
995,7.175779923754395
996,8.843608078860655
997,9.373739636376119
1017,9.266584699885486
1031,7.554966593563181
1032,7.054644431429852
1037,7.430261151158506
1045,10.429853007168198
1051,9.343581496587598
1061,9.754266555223241
1068,3.603645830485193
1071,9.557068609266304
1076,9.534948896512962
1078,10.215138492642664
1081,3.8966205888625964
1086,3.802506918845735
1089,3.7682335578058983
1101,7.442173661903746
1108,7.1423795287964245
1110,0.26973098924068223
1111,0.19520106337241447
1124,6.53882070764921
1130,2.4006588548264287
1131,7.9706661041492275
1138,1.327637897102614
1139,0.3176723121496312
1165,4.128887338761686
1179,0.7098089449733893
1182,0.3578236987194896
1215,1.8525023342130296
1221,0.6110147923722877
1238,0.7899857736998297
1241,0.7965721421681042
1247,7.8953407582037585
1253,4.501281456371141
1257,5.829920590250584
1269,6.473190166373793
1279,7.951023951275284
1281,9.870148432839532
1287,8.080429879168063
1293,1.5520445388062083
1296,0.9799308386673808
1299,0.048544547506513706
1300,1.493561672156285
1301,1.4999616988015287
1305,1.9428667416193244
1322,7.463810575203108
1324,7.102204862878458
1328,7.688988722965921
1329,8.28336132302258
1334,8.312080059758284
1352,0.9786570276091808
1358,9.524638147231997
1371,4.670953028555339
1376,8.162481813720033
1382,9.993811355815549
1401,0.8841827695931774
1407,1.0473270242812862
1410,0.955224675164824
1415,1.6177440922281454
1417,1.4135703224813025
1419,2.0617601683141458
1422,1.2933461414789906
1427,1.5831212830510124
1432,3.929652696281892
1435,7.555781159581219
1444,7.541592247593591
1513,4.590039222414186
1538,7.284378267414203
1542,8.264363265503983
1937,0.20891434513416432
1938,0.23617580505405816
2077,4.524852963546329
2080,5.3273111489503755
2082,4.8266607743688965
2885,5.569626825000213
3103,5.999292457913225
3107,4.67324710819852
3200,5.60880870967067
3354,6.074549818673282
3356,7.662999684696925
3374,9.067381055298473
3388,3.980777970154389
3401,5.611071433678361
