row,accretion_time
33,1.863240895805692
37,2.3501888989567665
39,2.138424421225364
42,0.623704456838732
51,11.162296691472632
58,11.120779799221209
62,10.252569152469176
63,12.07957948250132
100,3.3572704497923698
106,2.203877416353363
111,10.478479787156509
124,6.795422189349634
125,6.825158974540678
127,9.452656966056269
142,10.211989876977967
143,7.301701124959922
169,11.109368776928982
173,4.32133437043079
177,11.460684509353497
185,11.622050287016934
198,11.642276557072378
218,7.414227309079735
222,10.625984233567989
252,6.344865274104761
256,9.239447862759171
264,10.538928105113026
267,8.751532468221685
309,9.34969280970705
