row,accretion_time
1,1.102743367230849
4,1.9880161387178445
11,5.661620690980126
13,1.9362294110857503
19,4.09239482918051
28,1.098712879157922
30,3.810625896851816
32,6.690835147149982
44,5.721628297716219
49,0.35609206476355626
59,2.2669224149769995
65,0.9049048547213687
66,4.974646571294306
70,5.416580648273975
87,2.6720554162928276
92,3.565079612937855
95,6.436616101363289
97,2.2439480397961473
101,2.436209264425952
103,6.809336346337104
104,6.467520869225918
107,1.6517391398636379
110,0.8627684034661256
117,1.0642096793028524
130,3.811730896440981
131,2.616265021501374
134,1.7839878738197692
139,2.6510849972152863
151,5.789354109562481
154,5.611247918013014
158,6.781255900916704
161,1.1000867084386339
172,2.4738128844347185
182,7.343151924012901
190,0.9695250993315048
196,0.7738605007059756
203,1.5870759816465048
216,2.5257785296018627
225,9.014371189640583
226,1.0520023676041383
239,7.834963363564347
243,6.379434592529071
244,6.13051469447367
252,0.2587630224635132
258,7.273897341112911
263,6.3429664080684
267,6.1157682996149205
272,6.241140812883505
295,6.3170420042997595
298,8.593967893109905
301,8.725670114655214
310,3.415694380203006
314,7.220734619027172
327,7.02501625541091
345,6.374400537884279
346,8.708179697423123
369,6.385793592521733
381,6.791220478469126
413,5.131781356513385
434,4.4166426228774345
435,6.280398466305875
445,8.640074788709514
460,3.061079281327296
461,6.603193870497699
477,10.400486563435974
484,1.6592274142179986
487,11.299855570541874
488,8.056659651132046
489,5.999695961690279
493,7.0314406712423505
495,6.345690995951461
518,8.200300949455356
550,6.388630171780676
553,10.904107748384577
570,8.19670462796179
626,11.194113544016101
766,7.190220905199402
784,6.6715624632022665
808,8.675798050317347
817,2.437224768794203
845,6.983058521991162
862,7.2244906629303545
1055,6.513013087505881
1137,6.7590209471182625
1146,9.02542886018476
1168,4.1065809188137985
1258,9.06199430724661
1276,5.088351096325843
1298,6.1681104012047605
1321,6.560739696466086
1337,6.51255251072379
1364,11.80548122237398
1407,6.763742019713169
1445,11.178421566196246
1456,10.087020537670096
1648,10.061486882796155
1746,9.306583294192674
